richness_herb,veg_type,COV_TREES,COV_SHRUBS,cov_evergreen,SOIL_DEPTH,PH,hli_data,mean_annual_temp,annual_prec,prec_warm,tri
43,mixed deciduous,80,12,10.539549999999998,20,7.17,0.7928520242086379,9.950000000000044,1448.8000000000002,231.4,34.823265075683594
24,beech,75,5,0,18,6.97,0.6238785269990323,5.050000000000011,1617,281.1,47.584510803222656
57,pine,50,15,12.7,14,7.09,0.9099966961070108,6.050000000000011,1792.2,298.40000000000003,41.12080383300781
37,mixed deciduous,65,40,0,17,7.37,0.9325457649247848,8.150000000000034,2073.9,247.2,47.06853866577149
19,beech,95,2,0,26,5.89,1.0089893894732598,5.050000000000011,2347.7000000000003,291.40000000000003,10.405484199523926
47,mixed deciduous,65,50,0.1999,7,8,0.8742252392783687,7.450000000000045,2203.3,274.5,12.961562156677246
38,mixed deciduous,85,15,0,21,6.25,1.0028126510154407,7.950000000000045,2110.5,265.3,33.09114456176758
62,mixed deciduous,70,15,0,19,6.83,0.7628640651671291,8.850000000000023,1993.3,248.4,14.980520248413086
46,mixed deciduous,75,1,0,11,6.86,0.9532814572856024,9.350000000000025,1710.4,230.7,17.77126693725586
33,mixed deciduous,85,10,3,9,8.14,0.8643202342910232,9.250000000000057,1292.6,203.8,41.1547966
61,mixed deciduous,45,50,0.5,10,8.06,0.22175051176199628,8.250000000000057,1267.2,207.6,89.26525115966797
30,beech,90,7,0,15,8.02,0.4741700043383743,6.050000000000011,1476.7,256.6,28.686721801757813
63,pine,50,35,10.45,14,5.81,0.8661966380650806,6.4500000000000455,1504.4,261.2,12.752304077148438
26,fir and spruce,50,2,0,30,4.95,0.9083650457107176,2.8500000000000227,2168,381.3,18.75343132019043
15,fir and spruce,50,1,0,27,4.95,0.648908848,2.8500000000000227,2168,381.3,20.186601638793945
39,mixed deciduous,50,5,0.9975,12,5.9,0.9449653230566044,7.550000000000011,1737.2,291.6,26.150596618652344
53,beech,70,5,0,13,6.22,0.7356587841952252,5.150000000000034,2018.3,348.3,35.349369049072266
37,mixed deciduous,60,0,0,8,5.79,1.019972781444534,8.050000000000011,1603,263.2,28.43270492553711
14,beech,80,5,0,15,5.85,0.8367323618918622,5.9500000000000455,2338.9,284.5,23.74744415283203
34,riparian,60,20,0,30,8.3,0.93249733730843265,8.150000000000034,2464.4,256.2,21.60606575012207
7,beech,70,5,0,22,5.88,0.1033054077538173,8.150000000000034,2426.6,266.8,22.034996032714844
31,mixed deciduous,65,3,0,13,6.42,0.927193087,9.850000000000025,1633.8000000000002,223.1,31.770606994628903
31,fir and spruce,70,5,0,22,5.43,0.733547043,5.850000000000023,1581.6,295.8,28.204376220703125
38,fir and spruce,50,15,0,21,5.67,0.8923338926249634,4.9500000000000455,1362.2,274.5,6.648756980895996
39,fir and spruce,80,10,0,17,6.94,0.9754355232644616,6.550000000000011,1309.2,258.6,13.919036865234377
63,mixed deciduous,70,15,0,1,7.5,0.9746539089990336,6.750000000000057,1388.5,273.5,19.785736083984375
31,mixed deciduous,85,20,0,3,7.79,0.9358869562239782,7.550000000000011,1944.7,258.8,11.47865104675293
24,riparian,65,15,0,30,6.7,0.9309492096209386,7.550000000000011,2111.7000000000003,276.5,10.20556354522705
32,riparian,60,20,0,30,6.55,0.9309539052727932,7.550000000000011,2111.7000000000003,276.5,9.024922370910645
63,mixed deciduous,70,20,0.5995,6,7.7,0.9312242259989124,8.450000000000045,1899.2,236.1,33.63057327270508
69,mixed deciduous,80,25,0.1,4,7.49,0.5594449704919856,8.250000000000057,2047.6,279.3,76.026519775390625
45,mixed deciduous,65,30,1.4925125,9,7.09,0.866505704,8.150000000000034,1956.3,254.7,52.43613815307617
37,fir and spruce,80,30,0,12,6.45,0.7534645173096663,5.550000000000011,2351.3,337.6,31.124540328979492
40,fir and spruce,80,25,0.5,30,6.16,0.5313111194928348,8.850000000000023,1054.8,218.1,24.059370040893555
50,mixed deciduous,90,30,10,6,7.37,0.4673807765656834,10.350000000000025,960,210.6,39.35870361328125
39,mixed deciduous,65,25,0.1,13,5.91,0.9585660363420052,9.650000000000034,864.3000000000001,200.5,23.367290496826172
36,mixed deciduous,40,60,0,8,6.71,0.7675248012049933,10.550000000000011,2086.2000000000003,231,5.641245365142822
25,mixed deciduous,70,50,0,9,8,0.7585568470051212,8.250000000000057,2137.4,247.7,29.337522506713867
37,fir and spruce,75,15,0,15,5.79,0.6750369035887898,6.750000000000057,2909.2000000000003,339.8,9.914370537
48,fir and spruce,75,10,0.5,17,5.51,0.7302353227923587,6.750000000000057,1352.4,249.1,19.38781356811523
70,mixed deciduous,70,45,0,20,7.03,0.8623556459702648,7.050000000000011,1337.7,224.5,53.67384719848633
17,beech,85,5,0,15,5.19,1.0015504623681135,7.150000000000034,1315.8000000000002,227.1,13.99758529663086
18,fir and spruce,70,0,0,NA,3.82,0.877586154,1.8500000000000227,2343,422.5,25.10705566
37,fir and spruce,80,3,0,NA,4.2,0.617906649,1.8500000000000227,2343,422.5,23.749303817749023
23,fir and spruce,65,10,0,NA,4.18,0.8775181947418934,2.9500000000000455,2245.5,400.6,25.718048095703125
31,fir and spruce,70,5,0,NA,5.2,0.5461748374673517,2.8500000000000227,2216.6,393,24.294998168945313
12,fir and spruce,50,5,0,NA,3.95,0.9522085455867224,2.9500000000000455,2245.5,400.6,18.060760498046875
14,fir and spruce,50,15,0,NA,3.91,0.9634595803072196,3.3500000000000227,2236.8,399.6,20.454837799072266
54,pine,60,50,0,NA,6.82,0.9008207009948892,3.0500000000000114,2829.9,342.90000000000003,24.48943328857422
51,pine,80,10,0,NA,5.48,0.9008349323445032,4.750000000000057,2709.4,332.5,18.81124496459961
49,pine,70,5,0,NA,6.77,0.4894268654009819,4.550000000000011,2883,342.6,58.29646301269531
69,mixed deciduous,65,15,0,26,4.99,0.9661930539703985,9.750000000000057,2033.1,233.1,2.296500444412231
64,mixed deciduous,62,3,0,14,5.95,0.8293143404909061,9.450000000000044,2420.4,256.1,6.1218719482421875
120,mixed deciduous,70,1,0,20,4.81,0.7320251314117399,9.750000000000057,1746.5,206,3.202481269836426
87,mixed deciduous,40,35,0,11,6.04,0.7346076936776003,10.450000000000044,2270.3,252.7,7.809600830078125
119,mixed deciduous,60,15,0,21,5.61,0.7324791243820356,9.450000000000044,2088.7000000000003,242.1,15.055423736572266
149,mixed deciduous,60,3,0,15,5.45,0.8191172102966149,9.750000000000057,1746.5,206,3.8356738090515137
96,mixed deciduous,45,0,0,13,6.27,0.8149997263777692,10.550000000000011,2086.2000000000003,231,7.852172374725342
52,mixed deciduous,45,7,0,21,5.57,0.9795261282728792,7.850000000000023,2807.4,299.7,11.298336029052734
52,mixed deciduous,35,20,3.097,13,6.6,0.830740192,8.350000000000023,2776.7000000000003,294.8,19.399311065673828
79,mixed deciduous,35,2,0,11,7.6,0.9680725294225616,9.150000000000034,2314.4,248.2,10.588021278381348
94,mixed deciduous,55,3,0,25,6,0.8654311483100798,10.450000000000044,2244.3,258.8,6.2514567375183105
79,mixed deciduous,50,15,0,17,6.57,0.6361173774816365,9.750000000000057,2033.1,233.1,5.054348945617676
52,mixed deciduous,60,40,10,9,7.23,0.917326785,7.850000000000023,2807.4,299.7,14.052507400512695
65,mixed deciduous,80,5,0,22,5.31,0.9299485827463424,9.750000000000057,1704.2,201.6,2.156798839569092
113,mixed deciduous,80,15,0,16,5.92,0.7856850764631822,8.650000000000034,2319.8,283.2,7.435655594
94,mixed deciduous,40,5,0.1,11,7.23,1.0162691576638363,9.650000000000034,2406.9,255,14.501912117004396
37,beech,80,20,0,16.4,6.6,0.6194053942931025,10.050000000000011,3685.5,371.3,29.390960693359375
30,beech,90,2,0,17.2,6.14,0.5566601917743782,10.450000000000044,3614.1,364.5,23.32893943786621
58,mixed deciduous,45,30,0.9975,15,6.77,0.7116376230569257,11.150000000000034,3327.6000000000004,333.5,25.821136474609375
43,mixed deciduous,85,30,45.71,11.2,5.93,0.9405620287028136,11.950000000000044,2700,274,9.408665657043455
33,beech,80,2,3,10.8,6.42,0.5670543259300154,10.750000000000057,2922,293,35.939231872558594
43,mixed deciduous,65,45,65.94,5.4,7.11,1.0315395671843457,14.750000000000057,2676,273.5,28.312883377075195
34,beech,65,20,0,9,5.45,0.4116323395636819,9.550000000000011,3710.6,385.4,38.312767028808594
34,beech,70,7,0,6.8,6.35,0.4021800202412508,9.450000000000044,3667.1,383.4,23.653932571411133
38,mixed deciduous,70,10,1.097,13.2,6.58,0.6953684588728528,11.350000000000025,3489.7000000000003,353.90000000000003,13.16224193572998
58,mixed deciduous,60,3,3.485,14.6,7.4,0.7283948716453765,11.150000000000034,3327.6000000000004,333.5,29.277488708496097
50,mixed deciduous,70,30,0.5,26.2,7.06,0.8923909450453568,11.650000000000034,2780.4,279.5,30.376358032226563
30,beech,75,20,0,16,6.39,0.4118392395759904,7.350000000000023,3540.7000000000003,367.8,46.08782577514648
19,beech,78,5,0,17.4,6.43,0.4920090345241228,7.550000000000011,3742.4,383.7000000000001,26.1958065
27,beech,50,30,0,21.2,6.15,0.8404576492461732,8.450000000000045,3465.6000000000004,351.6,5.3391852378845215
28,beech,55,15,0,20.8,6.27,0.4012910153981959,7.350000000000023,3540.7000000000003,367.8,45.23363113
22,beech,45,30,0,21,6.91,0.3382306717733243,7.350000000000023,3540.7000000000003,367.8,54.67969894
29,beech,45,15,0,19.2,5.06,0.8622050902417638,8.350000000000023,3570.6000000000004,362,6.8149590492248535
9,beech,90,3,0,24,6.13,0.5259212723273909,8.150000000000034,3265.4,335.70000000000005,9.576933860778809
47,mixed deciduous,70,30,0,11,6.87,0.5572966709986783,10.750000000000057,2922,293,37.63711929321289
18,mixed deciduous,90,10,48.177,4,7.32,0.7905320394133171,16.05000000000001,2676.5,272.8,26.67923355102539
43,mixed deciduous,80,2,0.5,10.4,6.48,1.0301602935114036,11.350000000000025,3019.3,311,47.21293258666992
46,mixed deciduous,70,20,1.493,3.6,7.21,1.0220616389870671,10.350000000000025,3064.3,314.40000000000003,28.682716369628903
49,mixed deciduous,60,60,30.133,6,7.09,0.6199089282346104,13.350000000000025,2912.6000000000004,300.5,27.460607528686523
16,mixed deciduous,90,60,46.216,7.8,7.31,1.0009014344297906,15.450000000000044,2977,308.6,13.576580047607422
37,mixed deciduous,70,60,13.571,7.6,7.04,0.9623607283742251,12.450000000000044,2840.2000000000003,291.3,12.168299674987791
25,mixed deciduous,80,15,5.91,15.8,7.14,0.478069445,10.750000000000057,2922,293,43.967567443847656
10,beech,95,3,0,27.8,6.22,1.027705307566976,8.150000000000034,3265.4,335.70000000000005,13.06890583
24,mixed deciduous,40,15,3.097,16.4,6.07,1.001982214087486,11.350000000000025,3019.3,311,42.43147659301758
58,mixed deciduous,35,3,0.5995,22.8,6.45,1.0174674495368652,10.350000000000025,3064.3,314.40000000000003,25.841751098632813
19,mixed deciduous,80,20,25.85,10.2,7.41,0.7042100047593349,15.450000000000044,2977,308.6,11.912362098693848
